******** BOOKKEEPER/CommitList.txt ******
TOTAL NUMBER:1127

Commit{id=9ea37773fa07e8e1c16e654020ae34c3d6564963, ticket=null, release=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=92}}

Commit{id=297eb745440443eea1a8217c89299abf8d18fc3f, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=18728877881a23d2639eb650d47b7c41bbccd9ca, ticket=Ticket{ticketID='BOOKKEEPER-292', creationDate=2012-06-11, resolutionDate=2012-06-19, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}, openingVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=110}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=d193780cc404c2e3694c82385d7f422accc416f3, ticket=Ticket{ticketID='BOOKKEEPER-307', creationDate=2012-06-21, resolutionDate=2012-06-27, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=744edf07394472d3146e57831592a69d5a86616c, ticket=Ticket{ticketID='BOOKKEEPER-303', creationDate=2012-06-20, resolutionDate=2012-06-27, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=4d15e5675c0394cb910e54c9b0d9743e98fb64c7, ticket=Ticket{ticketID='BOOKKEEPER-302', creationDate=2012-06-20, resolutionDate=2012-06-28, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=110}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=441bf650859bc96a49b667961a19afd936b67e4c, ticket=Ticket{ticketID='BOOKKEEPER-322', creationDate=2012-06-27, resolutionDate=2012-06-28, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=de432058b7e7c026fcf0b69b1e20bcf9ae1b1de2, ticket=Ticket{ticketID='BOOKKEEPER-280', creationDate=2012-05-31, resolutionDate=2012-06-29, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}, openingVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=110}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=18f5927a2bd0f423197a2da49ddd5733cdccb651, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=763479b6f94fd4827ee28e9f698cfa9a31095061, ticket=Ticket{ticketID='BOOKKEEPER-324', creationDate=2012-07-03, resolutionDate=2012-07-04, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=6b249579f1cdf4e9fb940b0bf54b8d55a1ab38b2, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=db71147d9df0ad9efa697275e934330d21c99a88, ticket=Ticket{ticketID='BOOKKEEPER-296', creationDate=2012-06-14, resolutionDate=2012-08-17, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=92}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=09e5d180231f5307a58a89d0c89169bca890bddf, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=fbcc0b583fd698cfa9ca232f4be5b0d584bb3ee5, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=0e06ddeb7e47bd8794fd378629602e41ea4a1fd9, ticket=Ticket{ticketID='BOOKKEEPER-329', creationDate=2012-07-09, resolutionDate=2012-07-11, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=92}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=51ca99b871ebf85738c82cb1f86eb7de223a44b2, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=e60f542937a51dd3bb05b770a989478625c734af, ticket=Ticket{ticketID='BOOKKEEPER-306', creationDate=2012-06-21, resolutionDate=2012-07-16, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=f13b9f4e26fe9b213837d1e68596b55f74163070, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=df619306ca4c6dd9eba94cbc5ce159e43a5b9ee5, ticket=Ticket{ticketID='BOOKKEEPER-327', creationDate=2012-07-05, resolutionDate=2012-07-24, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=92}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=051320f212b2a6263d2d95db780db62911b9c0f6, ticket=Ticket{ticketID='BOOKKEEPER-349', creationDate=2012-07-23, resolutionDate=2012-07-26, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=110}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=6e33b2519f98f08faa248056e9e017dd8ba8de90, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=3de1c6668a60999230f446011ca27fa7629b4465, ticket=Ticket{ticketID='BOOKKEEPER-330', creationDate=2012-07-09, resolutionDate=2012-07-26, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=92}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=46a2663a842c6d256c73fba1bd12eb70559c115e, ticket=Ticket{ticketID='BOOKKEEPER-352', creationDate=2012-07-26, resolutionDate=2012-07-27, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=0092518bb3e345de2113f29450c9e1557cfc8020, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=4088f7ac7b700588a935485b0a9723a36cc995f3, ticket=Ticket{ticketID='BOOKKEEPER-343', creationDate=2012-07-16, resolutionDate=2012-08-03, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=110}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=41b399cd2a4c85fa0b077f0a7749f5cca4e9c423, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=4d9f3d32a063975303f42a7108cbd4892062ab89, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=5c59fa532fa44a1803e1d986181c58c1b00f0a4c, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=ec17d0be6a1a655a40ae4e56abff3e121f7d6f20, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=391f9246890b416398e48886fe5ed3c4d2e866ab, ticket=Ticket{ticketID='BOOKKEEPER-326', creationDate=2012-07-04, resolutionDate=2012-08-13, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=110}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=74e097e0b171871f4f0c067600949376ff98cb5d, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=f4daacff80da6802528320f5a920e1989cf20fac, ticket=Ticket{ticketID='BOOKKEEPER-338', creationDate=2012-07-12, resolutionDate=2012-08-17, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=fbba5c91318c00d77bd62c211066ae13a14d9d00, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=bb0888acafee138989dffb1cfee732145c953f38, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=14e23b6d9cf4015cd76c7ed3d5258bfbcbb05ef8, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=45034f5f4a51225b9f963840741818da7869a85c, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=be94b88ea61b75246586b6495f8d3710d4c4217a, ticket=Ticket{ticketID='BOOKKEEPER-372', creationDate=2012-08-17, resolutionDate=2012-08-17, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=89e1c0913e70ce4c345c1c82b92ae91fac80b1d2, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=c0746ba1c9569427d5839e3f350f4d8394f01320, ticket=Ticket{ticketID='BOOKKEEPER-354', creationDate=2012-08-07, resolutionDate=2012-08-21, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=b3331cbc528aa32ceb30dcbc676d298beda62df3, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=97c76a36d79d1d96314cd7e832d1dfbd1211965d, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=621ace8d93eb322f01416e9a98aac23ac87799e3, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=8e9a19f762fa27d297bf1b401c55fdbabdbcdc82, ticket=Ticket{ticketID='BOOKKEEPER-381', creationDate=2012-08-25, resolutionDate=2012-08-27, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=c59b3d2e495e4ab7483b161ab9c2ce59f0c1e013, ticket=Ticket{ticketID='BOOKKEEPER-382', creationDate=2012-08-25, resolutionDate=2012-08-27, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=92}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=d930b579a1e96757e1698bf91bc1c99ac1cb5f35, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=6b44bc232811e379463f71a27293c3f31ed398ba, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=6379ae858d11bac62a95ccb06675e2bd511f822a, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=cb8415d5defb27efeb8fa7ab1c92a60d4f5c31af, ticket=Ticket{ticketID='BOOKKEEPER-337', creationDate=2012-07-11, resolutionDate=2012-08-28, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=92}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=06f8f930786ad5c771b8f06ec5d6fe4af5ad3c89, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=fbfd10fa94d909144c369e1514db31669a16872b, ticket=Ticket{ticketID='BOOKKEEPER-371', creationDate=2012-08-17, resolutionDate=2012-08-28, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=9fcb7c0cddee8b78e1c3aa8db5f7478d9a13397c, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=2ffc123e5ffb37163512a89301a128f07f05750c, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=d169f8843e819e7ef49c1fdfe69a85308f420a4a, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=504369377af29b6d09a801243ead58805784765a, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=800fe7de43333d14dedb2ab64e08a89a78fa31b2, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=64fa78224ed46189032a616f00e1755fd71d93e2, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=0eee9e5cd4b5b3affd930a736a3cc2d68a8da976, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=3d036b0bf3939b042f4ba01a80b8b81ca6774d1b, ticket=Ticket{ticketID='BOOKKEEPER-395', creationDate=2012-09-06, resolutionDate=2012-09-07, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=06b50969499330d4a5421b48a042fdee63857d23, ticket=Ticket{ticketID='BOOKKEEPER-387', creationDate=2012-09-04, resolutionDate=2012-09-07, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=110}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=6f364a214d2b65f5823af2e5699bbc59dc08a4c9, ticket=Ticket{ticketID='BOOKKEEPER-383', creationDate=2012-08-27, resolutionDate=2012-09-07, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=110}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=26671da549558c4b16da42f2eabfad65fa223831, ticket=Ticket{ticketID='BOOKKEEPER-396', creationDate=2012-09-07, resolutionDate=2012-09-11, injectedVersion=Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=110}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=e353a8f93ad48d8785bbaa7162a8a9ebca40a15f, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=420a6e5e6cab583929622d190d2cd3b360cbd102, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=6bffc3245ae3c2f9a671a0549f394c192460217f, ticket=Ticket{ticketID='BOOKKEEPER-392', creationDate=2012-09-04, resolutionDate=2012-09-13, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=4f2b11213baf8551ef778599b14a6fc17d95f21d, ticket=Ticket{ticketID='BOOKKEEPER-403', creationDate=2012-09-13, resolutionDate=2012-09-14, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=ec977dbe1e7bfb56dc93b6ba72d11f0468345668, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=820ce5949c6a32ddca32ce7b408a57e27f5086bb, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=53d3fbf26af00ccc25605fb80bbd73c09c3d90f0, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=00341197badcc1646b8d3fb4ec87ac526ed93b85, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=cf414cc06ad85d9222de710152cb81bd60943aa5, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=881cda5c85d17f952bdc2c7e101eef669bce35d2, ticket=Ticket{ticketID='BOOKKEEPER-397', creationDate=2012-09-10, resolutionDate=2012-09-26, injectedVersion=Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, openingVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, fixedVersion=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}, affectedVersions=[Release{id=1, releaseName='4.0.0', releaseDate=2011-12-07, size commitList=0}, Release{id=2, releaseName='4.1.0', releaseDate=2012-06-13, size commitList=0}]}, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=eba338eb398f8a22987c6bd8352bf2d649fb7c33, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=853ac6bf0107a8b80e44328ce825a8e710ee8986, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=24fb0bca0dbdd2ad14c5afcd7fb2fc31f80882f5, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=f57cbe507d0f366fa76e0e163e867e4a7f93d958, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

Commit{id=ba01aed276fc847926310376520d3ec513503c61, ticket=null, release=Release{id=3, releaseName='4.1.1', releaseDate=2013-01-16, size commitList=199}}

